timestamp,status,p_mean,trade_pnl,weekly_bullish_int,k_below_thr,d_below_thr,kd_spread,dow,hour_bin,body,true_range_norm,atr_norm,top_pos_drivers,top_neg_drivers
2022-02-24 20:00:00+00:00,accepted,0.5141424193824647,1302.83,1,1,1,3.6607672174749872,3,20,0.026801063787319744,0.0667144830004585,0.03144250707078788,body:+1.25; true_range_norm:+1.16,atr_norm:-0.48; dow:-0.33
2022-06-21 04:00:00+00:00,accepted,0.5533209651627158,-626.65,1,1,1,0.016542807751298128,1,4,0.02396937919383635,0.04065239665383225,0.04203593485908873,dow:+0.93; true_range_norm:+0.65,lower_wick:-0.61; hour_bin:-0.22
2022-07-19 00:00:00+00:00,accepted,0.5049597484136729,-2852.61,1,1,1,1.225017478458291,1,0,-0.02415270583992104,0.0526973938014615,0.03217932383432957,kd_spread:+1.19; dow:+1.15,body:-1.72; upper_wick:-0.28
2022-08-29 12:00:00+00:00,accepted,0.5466630048699513,30.16,1,1,1,0.8752195899006807,0,12,0.021620469167339416,0.02858760218494661,0.014049328534174284,kd_spread:+1.50; body:+1.22,dow:-1.46; lower_wick:-0.25
2022-09-06 08:00:00+00:00,accepted,0.5063591116580607,-2796.15,1,1,1,1.0999046066518368,1,8,0.0005748473893143012,0.008542884870368141,0.012374674841859584,kd_spread:+1.48; dow:+1.21,hour_bin:-0.40; upper_wick:-0.24
2022-09-07 20:00:00+00:00,accepted,0.5085497417447864,-2740.26,1,1,1,1.0999046066518368,2,20,0.01557417155794591,0.02468117705843214,0.018716010706562636,kd_spread:+1.48; body:+0.75,dow:-0.52; atr_norm:-0.46
2022-09-19 12:00:00+00:00,accepted,0.5451912866742626,623.62,1,1,1,0.2797560417195939,0,12,0.02068709975477575,0.039674557624044156,0.01958765958616064,kd_spread:+1.36; body:+1.21,dow:-0.77; atr_norm:-0.56
2022-10-11 08:00:00+00:00,accepted,0.5182398178575336,-2697.93,1,1,1,0.3848555050528155,1,8,0.003727743180422846,0.006667126108403227,0.009099892478700094,kd_spread:+1.55; dow:+1.25,hour_bin:-0.34; atr_norm:-0.24
2022-10-13 16:00:00+00:00,accepted,0.5233619491738236,435.86,1,1,1,0.3848555050528155,3,16,0.021236513897306783,0.03194176130643663,0.01426116225155357,kd_spread:+1.33; body:+1.23,dow:-0.42; lower_wick:-0.38
2022-11-01 00:00:00+00:00,accepted,0.5077824404465339,-1364.57,1,1,1,2.5902699020236355,1,0,-0.0003988757270206762,0.007275942423240777,0.01105996115582313,dow:+1.27; hour_bin:+1.16,body:-0.54; lower_wick:-0.45
2022-12-20 08:00:00+00:00,accepted,0.514634779929906,24200.5,1,1,1,0.27752849456777007,1,8,0.0007148698276759556,0.005628559109088982,0.009743266234635199,dow:+1.34; kd_spread:+1.32,upper_wick:-0.70; true_range_norm:-0.54
2023-10-03 00:00:00+00:00,accepted,0.5039099866065623,34018.78,1,1,1,3.2690416255997548,1,0,0.003878043080913966,0.009366140669636322,0.013191961010471194,dow:+1.27; hour_bin:+1.04,upper_wick:-0.93; body:-0.30
2024-07-23 00:00:00+00:00,accepted,0.5133283848136497,-3789.76,1,1,1,1.5894371104372738,1,0,-0.000859738693383847,0.008403238047727723,0.01347498071902542,dow:+1.37; hour_bin:+1.13,body:-0.54; upper_wick:-0.25
2024-08-01 20:00:00+00:00,accepted,0.5478247342302808,-3713.97,1,1,1,0.6479358946730471,3,20,0.02956222126810248,0.03554746900037669,0.01740558576197761,kd_spread:+1.51; body:+1.26,atr_norm:-0.40; dow:-0.37
2024-08-06 16:00:00+00:00,accepted,0.5047957885534663,3251.64,1,1,1,0.5910421070580227,1,16,0.006332898092291393,0.014202117202215061,0.048171441516921897,kd_spread:+1.59; dow:+0.99,hour_bin:-0.86; atr_norm:-0.44
2024-09-10 00:00:00+00:00,accepted,0.51732114852783,36060.25,1,1,1,0.383302536398233,1,0,-0.009151214140923144,0.00959721353870882,0.014268493002229762,dow:+1.35; kd_spread:+1.13,body:-1.53; lower_wick:-0.33
2025-04-08 08:00:00+00:00,accepted,0.518149755239278,-4425.93,1,1,1,0.47985798299637494,1,8,0.006076242154484824,0.015728538921257283,0.027242459910622765,kd_spread:+1.64; dow:+1.40,upper_wick:-0.66; true_range_norm:-0.28
2025-04-09 12:00:00+00:00,accepted,0.5243252031487667,24454.65,1,1,1,0.47985798299637494,2,12,0.01330593595485264,0.02987716482435476,0.0293588458707929,kd_spread:+1.49; true_range_norm:+0.69,dow:-0.58; upper_wick:-0.46
2025-09-30 00:00:00+00:00,accepted,0.5004984397049401,-4826.5,1,1,1,4.162016031982603,1,0,0.0005632281277630659,0.006571723412497931,0.006698560278542989,dow:+1.21; hour_bin:+1.03,kd_spread:-1.49; upper_wick:0.08
